,Country Name,Country ISO3,Year,Size,Poverty ratio (% Pop.),Vulnerable empolyment (% Empl.),Salaried workers (% Empl.),Undernourishment (% Pop.),Crop production index,Obesity (% Pop. 18+),Anemia among children (% Pop. 5-),Life expectancy (Years),"Birth rate (per 1,000)","Hospital beds (per 1,000)",Health expenditure (% GDP),Government healt expenditure (% Health Exp.),"Suicide rate (per 100,000)",Population age 65+ (% Pop.),Completed lower secondary (% Pop. 25+),PISA: Mean performance average,Education expenditure (% Public Insitutions Exp.),Education expenditure (% GDP),Female population (% Pop.),"School enrollment, tertiary (GPI)",Female labor force (% Labor),Domestic violence legislation,No work discrimination legislation,Sanitation services (% Pop.),Drinking water services (% Pop.),Access to electricity (% Pop.),Energy depletion (% GNI),Unemployment rate (% Labor),Youth not in education or employment (% Youth),Part time employment (% Empl.),Net national savings (% GDP),Central government debt (% GDP),GDP per capita (US$),GNI per capita growth (%),Account balance (% GDP),Inflation (%),Industry (% GDP),R&D expenditure (% GDP),"Refugee population per 1,000",Gini index,Population living in slums (% Urban Pop.),Urban population (% Pop.),Exposure to pollution (% Pop.),Particulate emission damage (% GNI),Renewable energy consumption (% Total Consum),"Greenhouse gas emissions (kt per 1,000)","CO2 emissions (kt per 1,000)",Carbon dioxide damage (% GNI),Marine protected areas (% waters),"Fisheries production (metric tons per 1,000)","Aquaculture production (metric tons per 1,000)","Agriculture, forestry, and fishing (% GDP)",Terrestrial protected areas (% of lands),"Mortality in the road (per 100,000)",Children out of school (% primary school age),Strength legal rights,Net ODA provided (% GNI),Fixed broadband subscriptions (per 100),Trade (% GDP),Foreign net direct investment (% GDP)
1382,Romania,ROU,2000,20,0.0,45.0399990081787,53.8899993896484,0.0,69.58,13.0,27.2,71.1634146341463,10.4,7.7,4.20876122,79.25977325,12.9,13.608822238943,0.0,469.39879989260027,0.0,2.86862993240356,51.079441360451,1.11291003227234,46.4800722755137,0.0,1.0,0.0,81.6520212092068,100.0,1.74876023719963,6.96999979019165,0.0,22.5300006866455,-4.12977903293585,0.0,1659.90763954548,3.15125793640169,-0.03637265666828645,45.6665940440238,30.2634621400688,0.36626,0.07472272721824574,0.0,0.0,53.004,100.0,0.534992343531871,16.367186891756,5.909535595799682,4.0405186550390315,4.54795979210533,0.0,0.7618866503904496,0.4334096408180539,10.8539180518615,0.0,12.4,9.42568969726563,0.0,0.0,0.0,48.5213253850786,-0.028131766928682068
1383,Romania,ROU,2001,20,0.0,44.8999996185303,53.9000015258789,2.5,90.9,12.65,27.0,71.1609756097561,10.0,7.74,4.37598133,79.7513504,12.3,13.9732688778886,0.0,0.0,91.42578125,3.26628994941711,51.1183229848408,1.17107999324799,46.4939973621836,0.0,1.0,54.2533196893135,81.6089990626933,100.0,1.95052170522651,6.55999994277954,0.0,22.5499992370605,-2.73041343733713,0.0,1825.17980455979,6.76409913625116,-0.055180336038244744,34.4770123493528,32.337206984498,0.39129,0.08096884280974535,0.0,0.0,52.852,0.0,0.511079715410053,13.3946052030522,6.223467273812497,4.366207978774596,4.66704447047834,0.0,0.8325964656557912,0.4887951682565989,13.1496003966219,0.0,13.0,9.11686992645264,0.0,0.0,0.027285936,51.9285910211481,-0.02906312898559862
1384,Romania,ROU,2002,20,0.0,38.3800010681152,60.2200012207031,2.5,78.79,12.399999999999999,26.9,71.009756097561,9.7,7.67,4.57694626,80.39749146,14.2,14.3698383303956,79.1825180053711,0.0,89.750617980957,3.5041298866272,51.1536347087151,1.19845998287201,45.6723297538238,0.0,1.0,54.2311762441375,81.5886203299336,100.0,1.59704677378032,8.10999965667725,0.0,17.2199993133545,-3.56979447141469,0.0,2119.88267323918,7.19650243613712,-0.03310460263411078,22.5398862605386,33.3269850234614,0.37721,0.08462761273373604,0.0,0.0,52.78,0.0,0.402638639348578,14.4093088441652,6.219848502307541,4.474717880346588,4.29649658681381,0.0,0.7467846108988953,0.425577032388032,11.3424376853187,0.0,11.6,6.21250009536743,0.0,0.0,0.072300383,53.7102478139376,-0.024486551981165224
1385,Romania,ROU,2003,20,0.0,38.2399997711181,60.4599990844727,2.5,86.76,12.05,26.7,71.309756097561,9.8,6.75,5.37136745,83.06890869,13.5,14.7552852025287,0.0,0.0,91.922119140625,3.54397010803223,51.1873605660079,1.19728004932404,45.1865038965647,1.0,1.0,54.2717725658005,81.6259813362729,100.0,1.40984280414501,6.94999980926514,19.3299999237061,16.75,-4.82318880657128,0.0,2679.41190951209,1.73829152147835,-0.05727728983688832,15.2734889936255,32.0484937285585,0.39708,0.09228561763644436,0.0,0.0,52.912,0.0,0.375160903672507,15.6714117711499,6.541486440874213,4.684388286336269,3.75692754167599,0.0,0.8775245168725085,0.41910926904506773,11.9143840898386,0.0,11.8,2.5032000541687,0.0,0.0,0.902865218,56.1795270470243,-0.031224859001988348
1386,Romania,ROU,2004,20,0.0,33.0399990081788,65.3899993896484,2.5,112.87,11.75,26.6,71.5609756097561,10.1,6.74,5.47733545,73.80941772,12.7,15.0543484683508,0.0,0.0,94.0582733154297,3.31273007392883,51.222473559741,1.21328997612,45.1330933900927,1.0,1.0,54.9420583819509,81.6630581663795,100.0,1.47720477362574,7.71999979019165,18.8400001525879,15.0,-3.28011057047823,0.0,3494.94451718304,8.94937048175575,-0.08512435371858812,11.8743635936399,31.8347873600822,0.38942,0.07505215891963676,0.0,0.0,53.043,0.0,0.320550462509779,17.2753212396401,6.520753693358695,4.517307494009346,2.97313340534215,0.0,0.6168261905743065,0.37931640815471074,12.7055114609076,0.0,12.3,0.129099994897842,0.0,0.0,0.483203057,60.6264786669408,-0.08500430997313728
1387,Romania,ROU,2005,20,0.0,33.6999988555908,64.6100006103516,2.5,90.82,11.45,26.4,71.9121951219512,10.4,6.78,5.52778149,79.77541351,12.3,15.2293023426726,0.0,0.0,93.5352401733398,3.50039005279541,51.260979039969,1.20898997783661,44.8080097328992,1.0,1.0,55.664081858131,81.7001366851193,100.0,1.08233733615665,7.17000007629395,16.7999992370605,17.0300006866455,-3.9331228382535,0.0,4617.92901643258,6.58946409173183,-0.08674771984482571,9.01491283343835,32.2658742760889,0.41262,0.0956862167522644,0.0,0.0,53.174,100.0,0.306297698523221,18.5101699650485,6.546915242884685,4.524305495132784,2.34523153082848,0.0,0.6255720945220344,0.34165607981543816,8.48610428920676,0.0,13.3,0.359320014715195,0.0,0.0,1.760680191,59.3605494490555,-0.06265193736610282
1388,Romania,ROU,2006,20,35.2,32.25,66.1399993896484,2.5,89.59,11.1,26.2,72.1634146341463,10.4,6.74,5.07106066,79.29033661,12.9,15.4293677141776,0.0,462.83976666666666,82.277229309082,4.30650997161865,51.3049539820268,1.23363995552063,44.9212169310542,1.0,1.0,57.0602419072641,81.737213531473,100.0,1.07379564811944,7.26999998092651,14.7700004577637,16.2199993133545,0.193241497577431,0.0,5757.4964285719,8.11160338201348,-0.10666168243232625,6.55851412276983,32.9782770932418,0.45682,0.077192532141536,39.6,0.0,53.305,0.0,0.29624531132732,17.4105082489028,6.812502831021961,4.876469677867449,2.14467357275646,0.0,0.6960067491563555,0.38162176036720247,7.82080658741648,0.0,13.2,2.27732992172241,0.0,0.0,5.133203088,61.6836259265159,-0.08609050049244296
1389,Romania,ROU,2007,20,29.5,32.2899990081787,66.2600021362305,2.5,59.02,10.8,25.9,72.5658536585366,10.3,6.54,5.02223349,81.45110321,11.6,15.5126446757705,85.6570587158203,0.0,79.7452774047852,4.14953994750977,51.3527733601037,1.25488996505737,44.7658453870006,1.0,1.0,58.5282685451703,81.7742914157845,100.0,0.94650599148016,6.40999984741211,13.3100004196167,16.1399993896484,0.844651829276987,0.0,8360.16632132485,6.52674016440784,-0.13703513609698081,4.83732928313989,34.2821825497409,0.51148,0.08336931957322953,37.5,0.0,53.436,0.0,0.291631008581523,18.1794263238613,6.753971200090103,4.895132266071962,1.58448621905741,0.0,0.7898776142219536,0.49379920932748017,5.50150097100926,0.0,14.4,2.22359991073608,0.0,0.0,9.281080435,63.5051566734658,-0.054053936851417086
1390,Romania,ROU,2008,20,22.8,31.2400007247925,67.4199981689453,2.5,88.15,10.45,25.6,72.5658536585366,10.8,6.57,5.02274227,81.09467316,11.7,15.5297311982798,86.3639831542969,0.0,78.9896697998047,4.0971999168396,51.3978934033097,1.26363003253937,44.4017917826667,1.0,1.0,60.0601685348234,81.8113694831377,100.0,1.2640731125005,5.78999996185303,11.5699996948242,16.5900001525879,7.42457158960372,0.0,10435.0439841037,14.7527371472496,-0.11658647852380928,7.85080255714483,36.7741526756529,0.55215,0.07722317912637018,36.4,0.0,53.567,0.0,0.274045132938371,20.3889961714965,6.662565382251085,4.692067363346987,1.23158889191493,0.0,0.873605472815469,0.6101897104739414,6.30189320951269,0.0,15.5,2.35983991622925,0.0,0.0,12.08573391,65.1748146561928,-0.062314381725471636
1391,Romania,ROU,2009,20,21.7,31.3600006103516,67.2200012207031,2.5,84.51,10.149999999999999,25.4,73.309756097561,10.9,6.62,5.27841282,78.66156006,12.2,15.5642862718566,86.7814712524414,471.86831801418066,86.2499084472656,4.00213003158569,51.430979608242,1.26389002799988,44.3206507187075,1.0,1.0,61.6559525962627,81.8484466610541,100.0,0.796187171656098,6.8600001335144,13.9399995803833,16.9899997711182,6.29012758536012,0.0,8548.11867218639,-3.73825084969617,-0.04729442641747396,5.58742004264392,36.4248709347848,0.44395,0.052289219578242514,35.6,0.0,53.698,0.0,0.278932634651012,22.1822696766077,5.874470890787852,4.0052109521415185,1.30980252954293,0.0,0.8420773755741197,0.6447039833632887,6.11643294787061,0.0,14.0,2.18777990341187,0.0,0.0,13.6282645,58.4728337688248,-0.026559779936838945
1392,Romania,ROU,2010,20,23.8,33.8500003814697,64.8300018310547,2.5,88.02,9.8,25.2,73.4585365853659,10.5,6.28,5.76906252,79.89113617,13.2,15.6672201417516,87.2773818969727,0.0,89.2378997802734,3.49537992477417,51.4454573253236,1.27100002765656,43.8003838689645,1.0,1.0,63.3156327086783,81.8855228855392,100.0,0.999888614326029,6.96000003814697,16.6000003814697,17.6700000762939,4.47285772673691,0.0,8214.07689289811,-3.23876436227094,-0.0509799995602152,6.09141668601892,38.0092693767153,0.45688,0.05032876438043192,35.5,0.0,53.829,100.0,0.269483974829691,24.0957070447707,5.8246381873031154,3.9222135608015676,1.37959927423031,0.0,0.5763517885059869,0.4435905336928358,4.99698683763643,0.0,12.0,2.40863990783691,0.0,0.0,14.65718999,71.3952597327036,-0.017907222428195955
1393,Romania,ROU,2011,20,27.5,32.0100011825562,66.8099975585938,2.5,103.26,9.5,25.1,74.409756097561,9.7,6.31,4.69901562,74.97605133,12.1,15.8245199643325,88.2002182006836,0.0,91.2357330322266,3.05942988395691,51.4374885859164,1.26082003116608,44.2763365512517,1.0,1.0,65.0392243596591,81.9226015430652,100.0,1.66728306444451,7.17999982833862,17.4699993133545,16.6700000762939,4.6297922660608,0.0,9099.2175388969,2.30009596181246,-0.05060115854547664,5.78925328815882,38.6954747258807,0.49832,0.04978278228475474,35.9,0.0,53.96,100.0,0.228587695146492,21.1127362058663,6.263518559316458,4.232219009696872,1.40403670763833,0.0,0.5761138305031764,0.41460523136200633,6.25328888570003,0.0,10.4,2.95986008644104,0.0,0.0,16.14395204,79.9999964214776,-0.012618284943424748
1394,Romania,ROU,2012,20,27.3,32.1200008392334,66.6399993896484,2.5,71.27,9.1,25.2,74.4121951219512,10.0,6.6,4.7180357,76.86502838,12.6,16.0438362308206,88.9144134521484,488.13089823441396,92.1110992431641,2.95409989356995,51.4102630843496,1.21279001235962,43.993121873351,1.0,1.0,66.7953751541074,81.9265635809849,100.0,1.61743861683299,6.78999996185303,16.8099994659424,16.7900009155273,3.81055498667532,0.0,8507.10477456436,1.97445761066379,-0.04805596293526792,3.33492267693443,32.7606446174048,0.48383,0.06296728468167495,36.5,0.0,53.974,99.5810082721765,0.220116555266141,21.5509591718079,6.070496192907032,4.074315455128082,1.51369384794743,0.0,0.696179860090981,0.4987527442244467,4.68439374105165,0.0,10.4,4.04287004470825,0.0,0.0,17.50757843,80.3506291239713,-0.019075821050807202
1395,Romania,ROU,2013,20,27.7,31.5500011444092,67.1800003051758,2.5,101.67,8.8,25.4,75.0634146341463,9.4,6.67,5.19262123,78.95140839,12.2,16.3187927983702,89.4360809326172,0.0,0.0,3.04938006401062,51.373034424456,1.20310997962952,43.8124160740244,1.0,1.0,68.6040475281917,81.9160914763837,100.0,1.28404440515593,7.09999990463257,16.9599990844727,16.4300003051758,6.37619743990641,0.0,9547.85215096612,4.47089874035839,-0.009583159216036039,3.98471235548128,32.3579085427639,0.38787,0.08742127893978356,36.9,0.0,53.937,99.4074647223711,0.188100518257648,23.0902321977293,0.0,3.5501670787276405,1.21929623481715,0.0,0.768826862982733,0.5077139645810211,5.38216268604487,0.0,9.7,0.0,9.0,0.0,18.82636552,80.9702476251552,-0.02052054437970904
1396,Romania,ROU,2014,20,25.5,30.9299993515015,67.9199981689453,2.5,104.98,8.45,25.7,74.909756097561,10.0,6.71,5.03005028,78.88207245,11.3,16.6299592781568,89.0505218505859,0.0,95.0036010742188,3.12642002105713,51.3392691369224,1.2028900384903,43.670847870704,1.0,1.0,70.4794496945218,81.9056204823937,100.0,0.975734699642894,6.80000019073486,17.0100002288818,15.9499998092651,6.24426428885763,0.0,10043.6774497614,5.15282168268007,-0.002839230102517349,1.06830987684293,32.0185682060385,0.38225,0.10904627505006662,36.0,0.0,53.9,98.5241348887509,0.181512765751317,24.3318800956785,0.0,3.4903673362657117,1.17497803810034,0.0,0.8502686385248586,0.5364403414252182,4.71264987407121,0.0,10.0,0.0,9.0,0.0,20.04593248,83.2756834774294,-0.01800360961597829
